name,pagerank,rank
Marc-Antoine Olivier,0.16928589014631384,1
Kristof Rasovszky,0.09150281291341089,2
Gregorio Paltrinieri,0.06421111109798353,3
Mario Sanzullo,0.050033937223812316,4
Axel Reymond,0.041264739792100914,5
Logan Fontaine,0.035268819522271205,6
Hector Thomas Cheal Pardoe,0.03089230515846345,7
Ferry Weertman,0.027547243574715077,8
David Huszti,0.02490146186431664,9
Alberto Martinez,0.022752623651724615,10
Matteo Furlan,0.02097019089109957,11
Athanasios Kynigakis,0.019466037643034756,12
Daniel Szekelyi,0.018178442136532122,13
Logan Vanhuys,0.017062840379463894,14
Jules Wallart,0.01608622233110279,15
Simone Ruffini,0.015223596392783697,16
David Farinango,0.014455681378755025,17
Franco Ivo Cassini,0.013767354912204228,18
Fares Zitouni,0.013146583361840592,19
Tiago Campos,0.01258366714292327,20
Matej Kozubek,0.012070697772350952,21
Esteban Enderica Salgado,0.011601160291697023,22
Dario Verani,0.011169637478944786,23
Jack Burnell,0.010771586613544767,24
Peter Galicz,0.010403168794854856,25
Pepijn Smits,0.010061116887587741,26
Allan Do Carmo,0.009742632239531309,27
Alessio Occhipinti,0.009445303094573258,28
Guillem Pujol,0.0091670395497121,29
Sebastien Dureux,0.008906021259458784,30
Pol Gil,0.008660655057118662,31
David Brandl,0.008429540360084302,32
Lars Bottelier,0.008211440735958812,33
Leo Ouabdesselam,0.008005260382759873,34
Marcel Schouten,0.007810024557291038,35
Francesco Ghettini,0.007624863197274339,36
Vitaliy Khudyakov,0.007448997143548861,37
Elliot Sodemann,0.00728172649177299,38
Vit Ingeduld,0.0071224206981510855,39
Sacha Velly,0.006970510137671692,40
Dimitrios Markos,0.006825478871286098,41
Jan Hercog,0.006686858424144552,42
Lev Cherepanov,0.006554222413259607,43
Bogdan Petre,0.006427181891901593,44
Naim Mokhfi,0.006305381301256839,45
Federico Salghetti-Drioli,0.006188494938621947,46
Mathieu Mathy Ben Rahou,0.006076223866609444,47
Alexis Vandevelde,0.005968293200230475,48
Hugo Saillard,0.005864449718865829,49
Vincent Crooijmans,0.005764459758480951,50
Jean-Baptiste Clusman,0.005668107346332732,51
Ous Mellouli,0.005575192546131518,52
Evgenij Pop Acev,0.005485529986380444,53
Sander Crooijmans,0.005398947548590604,54
Igor Chervynskiy,0.005315285195405554,55
Galymzhan Balabek,0.00523439392147502,56
Tameea Elhamayda,0.005156134812287263,57
