name,pagerank,rank
Marc-Antoine Olivier,0.16928589014631376,1
Kristof Rasovszky,0.09150281291341088,2
Gregorio Paltrinieri,0.06421111109798351,3
Mario Sanzullo,0.0500339372238123,4
Axel Reymond,0.0412647397921009,5
Logan Fontaine,0.0352688195222712,6
Hector Thomas Cheal Pardoe,0.03089230515846345,7
Ferry Weertman,0.027547243574715073,8
David Huszti,0.024901461864316635,9
Alberto Martinez,0.02275262365172461,10
Matteo Furlan,0.020970190891099565,11
Athanasios Kynigakis,0.019466037643034752,12
Daniel Szekelyi,0.01817844213653212,13
Logan Vanhuys,0.017062840379463894,14
Jules Wallart,0.01608622233110279,15
Simone Ruffini,0.015223596392783697,16
David Farinango,0.014455681378755025,17
Franco Ivo Cassini,0.013767354912204231,18
Fares Zitouni,0.013146583361840592,19
Tiago Campos,0.01258366714292327,20
Matej Kozubek,0.012070697772350952,21
Esteban Enderica Salgado,0.01160116029169702,22
Dario Verani,0.011169637478944783,23
Jack Burnell,0.010771586613544763,24
Peter Galicz,0.010403168794854853,25
Pepijn Smits,0.010061116887587741,26
Allan Do Carmo,0.009742632239531307,27
Alessio Occhipinti,0.009445303094573256,28
Guillem Pujol,0.0091670395497121,29
Sebastien Dureux,0.008906021259458784,30
Pol Gil,0.008660655057118662,31
David Brandl,0.008429540360084302,32
Lars Bottelier,0.008211440735958808,33
Leo Ouabdesselam,0.008005260382759869,34
Marcel Schouten,0.007810024557291036,35
Francesco Ghettini,0.007624863197274339,36
Vitaliy Khudyakov,0.00744899714354886,37
Elliot Sodemann,0.007281726491772988,38
Vit Ingeduld,0.007122420698151085,39
Sacha Velly,0.006970510137671691,40
Dimitrios Markos,0.006825478871286097,41
Jan Hercog,0.006686858424144551,42
Lev Cherepanov,0.006554222413259606,43
Bogdan Petre,0.006427181891901591,44
Naim Mokhfi,0.006305381301256837,45
Federico Salghetti-Drioli,0.006188494938621946,46
Mathieu Mathy Ben Rahou,0.006076223866609443,47
Alexis Vandevelde,0.005968293200230474,48
Hugo Saillard,0.005864449718865827,49
Vincent Crooijmans,0.005764459758480951,50
Jean-Baptiste Clusman,0.005668107346332732,51
Ous Mellouli,0.005575192546131518,52
Evgenij Pop Acev,0.005485529986380444,53
Sander Crooijmans,0.005398947548590603,54
Igor Chervynskiy,0.005315285195405553,55
Galymzhan Balabek,0.00523439392147502,56
Tameea Elhamayda,0.005156134812287263,57
